"batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"DPMD Jayawardene","SL Malinga",3,40,0.075,0.925
"DPMD Jayawardene","SM Harwood",1,4,0.25,0.75
"DPMD Jayawardene","ST Jayasuriya",1,2,0.5,0.5
"DPMD Jayawardene","Umar Gul",1,3,0.333333333333333,0.666666666666667
"DPMD Jayawardene","WD Parnell",1,11,0.0909090909090909,0.909090909090909
"DPMD Jayawardene","YK Pathan",1,34,0.0294117647058824,0.970588235294118
"DR Martyn","P Kumar",1,3,0.333333333333333,0.666666666666667
"DR Smith","A Kumble",1,1,1,0
"DR Smith","A Mishra",1,37,0.027027027027027,0.972972972972973
"DR Smith","A Nehra",1,10,0.1,0.9
"DR Smith","AB Dinda",1,10,0.1,0.9
"DR Smith","Ankit Sharma",1,27,0.037037037037037,0.962962962962963
"DR Smith","Anureet Singh",1,1,1,0
"DR Smith","AR Patel",2,24,0.0833333333333333,0.916666666666667
"DR Smith","AS Rajpoot",1,1,1,0
"DR Smith","B Kumar",3,45,0.0666666666666667,0.933333333333333
"DR Smith","BCJ Cutting",1,10,0.1,0.9
"DR Smith","DJ Bravo",1,5,0.2,0.8
"DR Smith","GJ Maxwell",1,11,0.0909090909090909,0.909090909090909
"DR Smith","Harbhajan Singh",4,51,0.0784313725490196,0.92156862745098
"DR Smith","HV Patel",2,11,0.181818181818182,0.818181818181818
"DR Smith","I Sharma",1,39,0.0256410256410256,0.974358974358974
"DR Smith","Imran Tahir",3,15,0.2,0.8
"DR Smith","Iqbal Abdulla",1,49,0.0204081632653061,0.979591836734694
"DR Smith","J Syed Mohammad",1,5,0.2,0.8
"DR Smith","JA Morkel",1,36,0.0277777777777778,0.972222222222222
"DR Smith","JH Kallis",1,13,0.0769230769230769,0.923076923076923
"DR Smith","JP Faulkner",1,32,0.03125,0.96875
"DR Smith","KK Cooper",1,11,0.0909090909090909,0.909090909090909
"DR Smith","KV Sharma",1,37,0.027027027027027,0.972972972972973
"DR Smith","KW Richardson",1,4,0.25,0.75
"DR Smith","L Balaji",1,39,0.0256410256410256,0.974358974358974
"DR Smith","M Muralitharan",2,9,0.222222222222222,0.777777777777778
"DR Smith","MA Starc",1,30,0.0333333333333333,0.966666666666667
"DR Smith","MC Henriques",1,9,0.111111111111111,0.888888888888889
"DR Smith","MJ McClenaghan",1,25,0.04,0.96
"DR Smith","MM Sharma",1,30,0.0333333333333333,0.966666666666667
"DR Smith","NLTC Perera",1,7,0.142857142857143,0.857142857142857
"DR Smith","P Kumar",1,40,0.025,0.975
"DR Smith","PJ Cummins",2,10,0.2,0.8
"DR Smith","PP Chawla",1,8,0.125,0.875
"DR Smith","PP Ojha",1,14,0.0714285714285714,0.928571428571429
"DR Smith","R Ashwin",1,22,0.0454545454545455,0.954545454545455
"DR Smith","R Bhatia",1,16,0.0625,0.9375
"DR Smith","R Rampaul",1,7,0.142857142857143,0.857142857142857
"DR Smith","RA Jadeja",1,20,0.05,0.95
"DR Smith","Rashid Khan",1,10,0.1,0.9
"DR Smith","RE van der Merwe",1,2,0.5,0.5
"DR Smith","S Aravind",2,11,0.181818181818182,0.818181818181818
"DR Smith","S Nadeem",2,49,0.0408163265306122,0.959183673469388
"DR Smith","Sandeep Sharma",2,28,0.0714285714285714,0.928571428571429
"DR Smith","SB Jakati",2,23,0.0869565217391304,0.91304347826087
"DR Smith","Shakib Al Hasan",2,19,0.105263157894737,0.894736842105263
"DR Smith","SK Warne",1,13,0.0769230769230769,0.923076923076923
"DR Smith","SL Malinga",1,28,0.0357142857142857,0.964285714285714
"DR Smith","SM Harwood",1,5,0.2,0.8
"DR Smith","SN Thakur",1,5,0.2,0.8
"DR Smith","Sohail Tanvir",1,2,0.5,0.5
"DR Smith","SP Narine",1,16,0.0625,0.9375
"DR Smith","ST Jayasuriya",2,19,0.105263157894737,0.894736842105263
"DR Smith","STR Binny",2,14,0.142857142857143,0.857142857142857
"DR Smith","UT Yadav",1,11,0.0909090909090909,0.909090909090909
"DR Smith","VR Aaron",1,13,0.0769230769230769,0.923076923076923
"DR Smith","VY Mahesh",1,4,0.25,0.75
"DR Smith","WD Parnell",1,9,0.111111111111111,0.888888888888889
"DR Smith","YK Pathan",1,8,0.125,0.875
"DR Smith","YS Chahal",2,33,0.0606060606060606,0.939393939393939
"DS Kulkarni","BA Bhatt",1,3,0.333333333333333,0.666666666666667
"DS Kulkarni","CJ Jordan",1,5,0.2,0.8
"DS Kulkarni","MA Starc",1,7,0.142857142857143,0.857142857142857
"DS Kulkarni","MM Patel",1,2,0.5,0.5
"DS Kulkarni","YS Chahal",1,4,0.25,0.75
"DS Lehmann","IK Pathan",1,7,0.142857142857143,0.857142857142857
"DS Lehmann","MF Maharoof",1,2,0.5,0.5
"DT Christian","Azhar Mahmood",1,3,0.333333333333333,0.666666666666667
"DT Christian","CH Morris",1,2,0.5,0.5
"DT Christian","DS Kulkarni",1,4,0.25,0.75
"DT Christian","Harbhajan Singh",1,20,0.05,0.95
"DT Christian","Iqbal Abdulla",1,5,0.2,0.8
"DT Christian","JEC Franklin",1,1,1,0
"DT Christian","JR Hopes",1,6,0.166666666666667,0.833333333333333
"DT Christian","MM Patel",2,12,0.166666666666667,0.833333333333333
"DT Christian","Mohammed Shami",1,2,0.5,0.5
"DT Christian","NLTC Perera",1,2,0.5,0.5
"DT Christian","PC Valthaty",1,8,0.125,0.875
"DT Christian","R Bhatia",1,6,0.166666666666667,0.833333333333333
"DT Christian","S Aravind",1,3,0.333333333333333,0.666666666666667
"DT Christian","S Kaul",1,2,0.5,0.5
"DT Christian","Sandeep Sharma",1,4,0.25,0.75
"DT Christian","SB Jakati",1,3,0.333333333333333,0.666666666666667
"DT Christian","SK Trivedi",1,7,0.142857142857143,0.857142857142857
"DT Christian","UT Yadav",2,14,0.142857142857143,0.857142857142857
"DT Christian","Yuvraj Singh",1,14,0.0714285714285714,0.928571428571429
"DT Christian","Z Khan",1,1,1,0
"DT Patil","SK Warne",1,7,0.142857142857143,0.857142857142857
"DW Steyn","A Singh",1,2,0.5,0.5
"DW Steyn","AB McDonald",1,2,0.5,0.5
"DW Steyn","B Kumar",1,2,0.5,0.5
"DW Steyn","CH Morris",1,3,0.333333333333333,0.666666666666667
"DW Steyn","CRD Fernando",1,3,0.333333333333333,0.666666666666667
"DW Steyn","Harmeet Singh",1,1,1,0
"DW Steyn","JD Unadkat",1,9,0.111111111111111,0.888888888888889
"DW Steyn","Joginder Sharma",1,2,0.5,0.5
"DW Steyn","JP Faulkner",1,8,0.125,0.875
"DW Steyn","KA Pollard",1,6,0.166666666666667,0.833333333333333
"DW Steyn","L Balaji",1,6,0.166666666666667,0.833333333333333
"DW Steyn","M Morkel",1,3,0.333333333333333,0.666666666666667
"DW Steyn","RA Jadeja",1,10,0.1,0.9
"DW Steyn","SL Malinga",2,11,0.181818181818182,0.818181818181818
"DW Steyn","SP Narine",1,2,0.5,0.5
"DW Steyn","UT Yadav",1,8,0.125,0.875
"DW Steyn","WD Parnell",1,5,0.2,0.8
"DW Steyn","Z Khan",1,4,0.25,0.75
"EJG Morgan","AN Ahmed",1,2,0.5,0.5
"EJG Morgan","Azhar Mahmood",2,24,0.0833333333333333,0.916666666666667
"EJG Morgan","BA Bhatt",1,3,0.333333333333333,0.666666666666667
"EJG Morgan","BE Hendricks",1,2,0.5,0.5
"EJG Morgan","DJ Bravo",1,22,0.0454545454545455,0.954545454545455
"EJG Morgan","DT Christian",1,12,0.0833333333333333,0.916666666666667
"EJG Morgan","J Yadav",1,7,0.142857142857143,0.857142857142857
"EJG Morgan","JA Morkel",1,8,0.125,0.875
"EJG Morgan","JP Duminy",1,8,0.125,0.875
"EJG Morgan","KK Cooper",1,8,0.125,0.875
"EJG Morgan","KV Sharma",1,5,0.2,0.8
"EJG Morgan","M Kartik",1,2,0.5,0.5
"EJG Morgan","MA Starc",1,5,0.2,0.8
"EJG Morgan","MG Johnson",1,9,0.111111111111111,0.888888888888889
"EJG Morgan","MJ McClenaghan",1,12,0.0833333333333333,0.916666666666667
"EJG Morgan","MM Sharma",1,16,0.0625,0.9375
"EJG Morgan","Mohammad Nabi",1,3,0.333333333333333,0.666666666666667
"EJG Morgan","MR Marsh",2,4,0.5,0.5
"EJG Morgan","NM Coulter-Nile",1,8,0.125,0.875
"EJG Morgan","PJ Cummins",1,10,0.1,0.9
"EJG Morgan","PV Tambe",1,12,0.0833333333333333,0.916666666666667
"EJG Morgan","R Ashwin",1,8,0.125,0.875
"EJG Morgan","Rashid Khan",1,12,0.0833333333333333,0.916666666666667
"EJG Morgan","RP Singh",1,15,0.0666666666666667,0.933333333333333
"EJG Morgan","S Nadeem",1,7,0.142857142857143,0.857142857142857
"EJG Morgan","SK Raina",1,9,0.111111111111111,0.888888888888889
"EJG Morgan","SR Watson",1,13,0.0769230769230769,0.923076923076923
"EJG Morgan","TG Southee",1,7,0.142857142857143,0.857142857142857
"EJG Morgan","UT Yadav",2,13,0.153846153846154,0.846153846153846
"EJG Morgan","Z Khan",1,12,0.0833333333333333,0.916666666666667
"ER Dwivedi","B Kumar",1,6,0.166666666666667,0.833333333333333
"ER Dwivedi","SR Watson",1,3,0.333333333333333,0.666666666666667
"F Behardien","AB Dinda",1,5,0.2,0.8
"F Behardien","YS Chahal",1,1,1,0
"F du Plessis","Ankit Sharma",1,28,0.0357142857142857,0.964285714285714
"F du Plessis","Azhar Mahmood",1,3,0.333333333333333,0.666666666666667
"F du Plessis","B Kumar",1,19,0.0526315789473684,0.947368421052632
"F du Plessis","B Lee",1,1,1,0
"F du Plessis","GB Hogg",1,23,0.0434782608695652,0.956521739130435
"F du Plessis","Harbhajan Singh",3,50,0.06,0.94
"F du Plessis","HV Patel",1,7,0.142857142857143,0.857142857142857
"F du Plessis","J Suchith",1,7,0.142857142857143,0.857142857142857
"F du Plessis","JA Morkel",1,13,0.0769230769230769,0.923076923076923
"F du Plessis","JP Duminy",1,9,0.111111111111111,0.888888888888889
"F du Plessis","JP Faulkner",1,15,0.0666666666666667,0.933333333333333
"F du Plessis","KK Cooper",1,15,0.0666666666666667,0.933333333333333
"F du Plessis","KW Richardson",1,2,0.5,0.5
"F du Plessis","M Morkel",1,6,0.166666666666667,0.833333333333333
"F du Plessis","M Muralitharan",1,9,0.111111111111111,0.888888888888889
"F du Plessis","MC Henriques",1,15,0.0666666666666667,0.933333333333333
"F du Plessis","MG Johnson",2,7,0.285714285714286,0.714285714285714
"F du Plessis","MJ McClenaghan",1,17,0.0588235294117647,0.941176470588235
"F du Plessis","MM Sharma",1,8,0.125,0.875
"F du Plessis","MN Samuels",1,16,0.0625,0.9375
"F du Plessis","Mohammed Shami",1,2,0.5,0.5
"F du Plessis","PV Tambe",1,26,0.0384615384615385,0.961538461538462
"F du Plessis","R Bhatia",1,22,0.0454545454545455,0.954545454545455
"F du Plessis","R Dhawan",1,10,0.1,0.9
"F du Plessis","R Sharma",1,19,0.0526315789473684,0.947368421052632
"F du Plessis","R Vinay Kumar",1,29,0.0344827586206897,0.96551724137931
"F du Plessis","S Nadeem",1,7,0.142857142857143,0.857142857142857
"F du Plessis","Shakib Al Hasan",1,6,0.166666666666667,0.833333333333333
"F du Plessis","SL Malinga",2,27,0.0740740740740741,0.925925925925926
"F du Plessis","TP Sudhindra",1,1,1,0
"F du Plessis","V Pratap Singh",1,4,0.25,0.75
"F du Plessis","YS Chahal",1,20,0.05,0.95
"FH Edwards","SL Malinga",1,2,0.5,0.5
"FY Fazal","M Muralitharan",1,5,0.2,0.8
"FY Fazal","MF Maharoof",1,2,0.5,0.5
"FY Fazal","PP Ojha",1,10,0.1,0.9
"FY Fazal","RP Singh",1,16,0.0625,0.9375
"FY Fazal","SB Jakati",1,3,0.333333333333333,0.666666666666667
"FY Fazal","SE Bond",1,9,0.111111111111111,0.888888888888889
"G Gambhir","A Ashish Reddy",1,10,0.1,0.9
"G Gambhir","A Mishra",1,43,0.0232558139534884,0.976744186046512
"G Gambhir","A Nehra",1,29,0.0344827586206897,0.96551724137931
"G Gambhir","A Nel",1,4,0.25,0.75
"G Gambhir","A Singh",1,23,0.0434782608695652,0.956521739130435
"G Gambhir","AD Mascarenhas",3,28,0.107142857142857,0.892857142857143
"G Gambhir","AN Ahmed",1,10,0.1,0.9
"G Gambhir","Anand Rajan",1,14,0.0714285714285714,0.928571428571429
"G Gambhir","Azhar Mahmood",1,4,0.25,0.75
"G Gambhir","BCJ Cutting",1,11,0.0909090909090909,0.909090909090909
"G Gambhir","BW Hilfenhaus",1,15,0.0666666666666667,0.933333333333333
"G Gambhir","CH Morris",3,29,0.103448275862069,0.896551724137931
"G Gambhir","CK Langeveldt",1,5,0.2,0.8
"G Gambhir","D Wiese",1,4,0.25,0.75
"G Gambhir","DJ Bravo",1,23,0.0434782608695652,0.956521739130435
"G Gambhir","DJ Hooda",1,9,0.111111111111111,0.888888888888889
"G Gambhir","DT Christian",1,20,0.05,0.95
"G Gambhir","DW Steyn",1,67,0.0149253731343284,0.985074626865672
"G Gambhir","Gurkeerat Singh",1,7,0.142857142857143,0.857142857142857
"G Gambhir","Harbhajan Singh",4,78,0.0512820512820513,0.948717948717949
"G Gambhir","HH Pandya",1,10,0.1,0.9
"G Gambhir","IC Pandey",3,18,0.166666666666667,0.833333333333333
"G Gambhir","IK Pathan",1,55,0.0181818181818182,0.981818181818182
"G Gambhir","Imran Tahir",1,22,0.0454545454545455,0.954545454545455
"G Gambhir","J Botha",1,19,0.0526315789473684,0.947368421052632
"G Gambhir","J Suchith",1,13,0.0769230769230769,0.923076923076923
"G Gambhir","JH Kallis",1,26,0.0384615384615385,0.961538461538462
"G Gambhir","JJ Bumrah",1,27,0.037037037037037,0.962962962962963
"G Gambhir","JO Holder",1,4,0.25,0.75
"G Gambhir","JP Faulkner",1,21,0.0476190476190476,0.952380952380952
"G Gambhir","JR Hopes",1,5,0.2,0.8
"G Gambhir","KA Pollard",1,10,0.1,0.9
"G Gambhir","Karanveer Singh",1,1,1,0
"G Gambhir","KH Pandya",1,9,0.111111111111111,0.888888888888889
"G Gambhir","KV Sharma",2,35,0.0571428571428571,0.942857142857143
"G Gambhir","L Balaji",2,23,0.0869565217391304,0.91304347826087
"G Gambhir","M Kartik",1,21,0.0476190476190476,0.952380952380952
"G Gambhir","M Morkel",1,19,0.0526315789473684,0.947368421052632
"G Gambhir","MA Starc",2,8,0.25,0.75
"G Gambhir","MC Henriques",1,37,0.027027027027027,0.972972972972973
"G Gambhir","MG Johnson",3,38,0.0789473684210526,0.921052631578947
"G Gambhir","MJ McClenaghan",1,34,0.0294117647058824,0.970588235294118
"G Gambhir","MM Patel",2,36,0.0555555555555556,0.944444444444444
"G Gambhir","MM Sharma",1,33,0.0303030303030303,0.96969696969697
"G Gambhir","MR Marsh",1,4,0.25,0.75
"G Gambhir","MS Gony",2,36,0.0555555555555556,0.944444444444444
"G Gambhir","NM Coulter-Nile",1,21,0.0476190476190476,0.952380952380952
"G Gambhir","P Kumar",2,64,0.03125,0.96875
"G Gambhir","P Sahu",1,11,0.0909090909090909,0.909090909090909
"G Gambhir","Pankaj Singh",1,8,0.125,0.875
"G Gambhir","PP Ojha",5,45,0.111111111111111,0.888888888888889
"G Gambhir","R Ashwin",2,47,0.0425531914893617,0.957446808510638
"G Gambhir","R Bhatia",1,17,0.0588235294117647,0.941176470588235
"G Gambhir","R Tewatia",1,9,0.111111111111111,0.888888888888889
"G Gambhir","R Vinay Kumar",2,64,0.03125,0.96875
"G Gambhir","Rashid Khan",1,12,0.0833333333333333,0.916666666666667
"G Gambhir","RJ Harris",1,9,0.111111111111111,0.888888888888889
"G Gambhir","RP Singh",2,34,0.0588235294117647,0.941176470588235
"G Gambhir","RR Powar",1,13,0.0769230769230769,0.923076923076923
"G Gambhir","RV Gomez",1,1,1,0
"G Gambhir","S Aravind",3,24,0.125,0.875
"G Gambhir","S Kaul",1,18,0.0555555555555556,0.944444444444444
"G Gambhir","S Narwal",1,8,0.125,0.875
"G Gambhir","S Tyagi",1,4,0.25,0.75
"G Gambhir","Sandeep Sharma",2,47,0.0425531914893617,0.957446808510638
"G Gambhir","SB Jakati",1,35,0.0285714285714286,0.971428571428571
"G Gambhir","Shoaib Ahmed",1,5,0.2,0.8
"G Gambhir","Shoaib Akhtar",1,3,0.333333333333333,0.666666666666667
"G Gambhir","SK Trivedi",2,35,0.0571428571428571,0.942857142857143
"G Gambhir","SL Malinga",2,44,0.0454545454545455,0.954545454545455
"G Gambhir","SR Watson",3,68,0.0441176470588235,0.955882352941177
"G Gambhir","TS Mills",1,10,0.1,0.9
"G Gambhir","VR Aaron",1,40,0.025,0.975
"G Gambhir","VRV Singh",1,6,0.166666666666667,0.833333333333333
"G Gambhir","Washington Sundar",1,18,0.0555555555555556,0.944444444444444
"G Gambhir","WD Parnell",2,47,0.0425531914893617,0.957446808510638
"G Gambhir","YS Chahal",2,17,0.117647058823529,0.882352941176471
"G Gambhir","Z Khan",6,85,0.0705882352941176,0.929411764705882
"GB Hogg","HV Patel",1,5,0.2,0.8
"GB Hogg","MM Patel",1,2,0.5,0.5
"GC Smith","A Mishra",1,16,0.0625,0.9375
"GC Smith","AB Dinda",1,21,0.0476190476190476,0.952380952380952
"GC Smith","BAW Mendis",1,4,0.25,0.75
"GC Smith","DP Nannes",1,17,0.0588235294117647,0.941176470588235
"GC Smith","FH Edwards",1,2,0.5,0.5
"GC Smith","Harbhajan Singh",1,7,0.142857142857143,0.857142857142857
"GC Smith","I Sharma",1,21,0.0476190476190476,0.952380952380952
"GC Smith","IK Pathan",1,13,0.0769230769230769,0.923076923076923
"GC Smith","JA Morkel",1,22,0.0454545454545455,0.954545454545455
"GC Smith","JH Kallis",1,20,0.05,0.95
"GC Smith","M Muralitharan",1,41,0.024390243902439,0.975609756097561
"GC Smith","MF Maharoof",1,17,0.0588235294117647,0.941176470588235
"GC Smith","MM Patel",1,6,0.166666666666667,0.833333333333333
"GC Smith","P Kumar",2,35,0.0571428571428571,0.942857142857143
"GC Smith","PJ Sangwan",1,23,0.0434782608695652,0.956521739130435
"GC Smith","R Sathish",1,1,1,0
"GC Smith","RA Jadeja",1,2,0.5,0.5
"GC Smith","RP Singh",1,22,0.0454545454545455,0.954545454545455
"GC Smith","RR Powar",1,12,0.0833333333333333,0.916666666666667
"GC Smith","SB Joshi",1,9,0.111111111111111,0.888888888888889
"GC Smith","Shahid Afridi",1,23,0.0434782608695652,0.956521739130435
"GC Smith","SK Raina",1,16,0.0625,0.9375
"GC Smith","SM Pollock",1,6,0.166666666666667,0.833333333333333
"GC Smith","Umar Gul",1,3,0.333333333333333,0.666666666666667
"GC Smith","WPUJC Vaas",1,11,0.0909090909090909,0.909090909090909
"GD McGrath","DS Kulkarni",1,2,0.5,0.5
"GH Vihari","Anureet Singh",1,5,0.2,0.8
"GH Vihari","B Kumar",2,13,0.153846153846154,0.846153846153846
"GH Vihari","DJ Bravo",1,4,0.25,0.75
"GH Vihari","DS Kulkarni",1,7,0.142857142857143,0.857142857142857
"GH Vihari","Iqbal Abdulla",1,7,0.142857142857143,0.857142857142857
"GH Vihari","KK Cooper",1,3,0.333333333333333,0.666666666666667
"GH Vihari","M Morkel",1,6,0.166666666666667,0.833333333333333
"GH Vihari","PP Chawla",2,18,0.111111111111111,0.888888888888889
"GH Vihari","R Bhatia",1,1,1,0
"GH Vihari","Sandeep Sharma",1,3,0.333333333333333,0.666666666666667
"GH Vihari","SK Raina",1,3,0.333333333333333,0.666666666666667
"GH Vihari","SK Trivedi",1,6,0.166666666666667,0.833333333333333
"GH Vihari","SL Malinga",2,16,0.125,0.875
"GH Vihari","VS Malik",1,3,0.333333333333333,0.666666666666667
"GJ Bailey","A Mishra",1,14,0.0714285714285714,0.928571428571429
"GJ Bailey","A Nehra",2,15,0.133333333333333,0.866666666666667
"GJ Bailey","AR Patel",1,4,0.25,0.75
"GJ Bailey","B Kumar",1,16,0.0625,0.9375
"GJ Bailey","Harbhajan Singh",1,13,0.0769230769230769,0.923076923076923
"GJ Bailey","Imran Tahir",2,11,0.181818181818182,0.818181818181818
"GJ Bailey","JA Morkel",1,3,0.333333333333333,0.666666666666667
"GJ Bailey","JJ Bumrah",1,11,0.0909090909090909,0.909090909090909
"GJ Bailey","JP Faulkner",1,12,0.0833333333333333,0.916666666666667
"GJ Bailey","MC Henriques",3,19,0.157894736842105,0.842105263157895
"GJ Bailey","PP Chawla",2,33,0.0606060606060606,0.939393939393939
"GJ Bailey","R Vinay Kumar",1,8,0.125,0.875
"GJ Bailey","RA Jadeja",1,3,0.333333333333333,0.666666666666667
"GJ Bailey","S Aravind",1,2,0.5,0.5
"GJ Bailey","SP Narine",1,22,0.0454545454545455,0.954545454545455
"GJ Bailey","SR Watson",1,2,0.5,0.5
"GJ Bailey","UT Yadav",1,15,0.0666666666666667,0.933333333333333
"GJ Bailey","YS Chahal",1,11,0.0909090909090909,0.909090909090909
"GJ Maxwell","A Mishra",4,31,0.129032258064516,0.870967741935484
"GJ Maxwell","B Kumar",1,16,0.0625,0.9375
"GJ Maxwell","CH Morris",1,3,0.333333333333333,0.666666666666667
"GJ Maxwell","DJ Bravo",1,3,0.333333333333333,0.666666666666667
"GJ Maxwell","DR Smith",1,17,0.0588235294117647,0.941176470588235
"GJ Maxwell","Harbhajan Singh",1,26,0.0384615384615385,0.961538461538462
"GJ Maxwell","HV Patel",1,8,0.125,0.875
"GJ Maxwell","Imran Tahir",2,21,0.0952380952380952,0.904761904761905
"GJ Maxwell","J Suchith",2,5,0.4,0.6
"GJ Maxwell","JD Unadkat",1,2,0.5,0.5
"GJ Maxwell","JJ Bumrah",3,21,0.142857142857143,0.857142857142857
"GJ Maxwell","JP Faulkner",1,17,0.0588235294117647,0.941176470588235
"GJ Maxwell","Kuldeep Yadav",1,5,0.2,0.8
"GJ Maxwell","KW Richardson",1,7,0.142857142857143,0.857142857142857
"GJ Maxwell","M Morkel",1,15,0.0666666666666667,0.933333333333333
"GJ Maxwell","M Muralitharan",1,4,0.25,0.75
"GJ Maxwell","MC Henriques",1,2,0.5,0.5
"GJ Maxwell","MJ McClenaghan",1,16,0.0625,0.9375
"GJ Maxwell","MM Sharma",1,7,0.142857142857143,0.857142857142857
"GJ Maxwell","P Kumar",1,3,0.333333333333333,0.666666666666667
"GJ Maxwell","PP Chawla",3,30,0.1,0.9
"GJ Maxwell","R Ashwin",1,42,0.0238095238095238,0.976190476190476
"GJ Maxwell","R Tewatia",1,3,0.333333333333333,0.666666666666667
"GJ Maxwell","RA Jadeja",2,22,0.0909090909090909,0.909090909090909
"GJ Maxwell","S Aravind",1,5,0.2,0.8
"GJ Maxwell","S Gopal",1,1,1,0
"GJ Maxwell","S Kaul",1,1,1,0
"GJ Maxwell","S Kaushik",1,1,1,0
"GJ Maxwell","SN Thakur",1,4,0.25,0.75
"GJ Maxwell","SP Narine",2,34,0.0588235294117647,0.941176470588235
"GJ Maxwell","SR Watson",1,5,0.2,0.8
"GJ Maxwell","TA Boult",1,2,0.5,0.5
"GJ Maxwell","UT Yadav",3,20,0.15,0.85
"GJ Maxwell","VR Aaron",1,1,1,0
"GJ Maxwell","YS Chahal",2,22,0.0909090909090909,0.909090909090909
"GR Napier","CH Gayle",1,8,0.125,0.875
"Gurkeerat Singh","AD Russell",1,11,0.0909090909090909,0.909090909090909
"Gurkeerat Singh","B Kumar",1,2,0.5,0.5
"Gurkeerat Singh","DJ Bravo",2,8,0.25,0.75
"Gurkeerat Singh","DW Steyn",1,5,0.2,0.8
"Gurkeerat Singh","Harbhajan Singh",1,2,0.5,0.5
"Gurkeerat Singh","J Botha",1,9,0.111111111111111,0.888888888888889
"Gurkeerat Singh","M Kartik",1,4,0.25,0.75
"Gurkeerat Singh","M Morkel",1,3,0.333333333333333,0.666666666666667
"Gurkeerat Singh","MA Starc",1,2,0.5,0.5
"Gurkeerat Singh","MC Henriques",1,18,0.0555555555555556,0.944444444444444
"Gurkeerat Singh","P Negi",1,5,0.2,0.8
"Gurkeerat Singh","R Ashwin",2,26,0.0769230769230769,0.923076923076923
"Gurkeerat Singh","SK Trivedi",1,11,0.0909090909090909,0.909090909090909
"Gurkeerat Singh","SL Malinga",1,1,1,0
"Gurkeerat Singh","SP Narine",1,8,0.125,0.875
"Gurkeerat Singh","UT Yadav",1,5,0.2,0.8
"Gurkeerat Singh","YS Chahal",1,7,0.142857142857143,0.857142857142857
